"hashtag","extracted_location","positive","negative","neutral","trust","anticipation","fear","sadness","joy","anger","suprise","disgust","total_positive","total_negative"
"#StockMarket","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StockMarket",NA,2,0,0,1,1,0,0,0,0,0,0,3,1
"#stockmarkets,",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#StockPhoto:","pakistan",1,0,0,1,0,0,0,0,0,0,0,2,0
"#stocks","india",1,1,0,1,3,0,0,1,1,1,0,4,4
"#stocks",NA,1,5,0,0,0,0,0,0,0,0,0,1,5
"#Stocks","united states",0,1,0,0,0,0,0,0,0,0,0,0,1
"#STOCKS""Now,",NA,1,1,0,0,1,0,0,1,0,1,0,3,2
"#stocksinnews","india",0,1,0,1,1,0,0,0,0,0,0,1,2
"#stockstobuy",NA,3,0,0,2,1,0,0,0,0,0,0,5,1
"#StocksToBuy","united states",2,0,0,1,2,1,0,1,0,1,0,5,3
"#StocksToBuy",NA,1,1,2,0,1,0,0,0,0,0,0,1,2
"#StocksToBuy.",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#stockstowatch","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StocksToWatch","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StocksToWatch",NA,6,0,0,3,2,0,0,1,0,0,0,10,2
"#StocksToWatch.","united states",3,0,0,1,1,0,0,1,0,0,0,5,1
"#StocksToWatch.",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#StocktoTrade","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StockToWatch",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Stocktwits:","united states",0,1,0,0,0,0,0,0,0,0,0,0,1
"#stockwits",NA,0,1,0,0,1,0,0,0,0,0,0,0,2
"#StomachVirus",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#stonks","united states",0,1,0,0,0,0,0,0,0,0,0,0,1
"#stonks",NA,1,0,0,0,1,0,0,1,0,0,0,2,1
"#stop",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#stop.",NA,1,2,0,0,0,1,1,0,1,0,1,1,5
"#stopcovid","united states",1,0,0,2,1,0,0,1,0,1,0,5,1
"#stopCovid","slovenia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#stopCovid",NA,0,1,1,0,0,0,1,0,0,0,0,0,2
"#stopcovishield","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#stopthelies...",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#stopthepanic","united kingdom",1,0,0,0,0,0,0,1,0,0,0,2,0
"#stopthespread",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#StopTheSpread","united states",1,2,0,0,0,1,2,0,2,1,0,2,5
"#StopTheSpread",NA,4,3,0,0,0,2,3,0,2,1,0,5,8
"#StopTheSpread.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#storyboarding",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#stpatricksday",NA,2,1,0,0,1,1,1,1,1,2,0,5,4
"#StPatricksDay",NA,4,2,0,4,3,2,1,2,1,2,0,12,8
"#StPatricksDay.",NA,0,1,0,0,1,1,1,0,1,1,0,1,4
"#strain",NA,5,0,0,3,0,0,0,0,0,0,0,8,0
"#strain,",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#strategicpartnership,",NA,2,1,0,1,0,0,0,0,0,0,0,3,1
"#strategy","ireland republic",0,1,0,0,0,2,1,0,1,0,0,0,4
"#strategy",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#street","india",0,1,0,0,0,1,0,0,0,0,0,0,2
"#StreetArt","israel",1,0,0,1,0,0,0,1,0,0,0,3,0
"#streetphotography","israel",1,0,0,1,0,0,0,1,0,0,0,3,0
"#Stroke",NA,3,10,0,0,3,10,10,0,3,3,3,6,36
"#strokes",NA,1,1,0,0,0,1,0,0,0,0,0,1,2
"#StrongerTogether","united states",2,1,0,1,1,0,1,1,0,0,1,4,4
"#StrongerTogether",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#studentnurse",NA,1,0,1,0,0,0,0,0,1,0,0,1,0
"#Students.","malaysia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#study.",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#StumptheRabbi,.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#success",NA,4,2,0,0,4,0,0,4,0,0,0,8,6
"#Successful","india",3,0,0,1,4,0,0,1,0,0,0,5,4
"#Successful",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#SuccessRate","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#successTrain",NA,4,2,0,0,4,0,0,4,0,0,0,8,6
"#suckitcovid",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#Suede",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#SumHospital","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#sundaymorning",NA,0,1,0,0,1,3,1,0,0,0,0,0,6
"#SundayMorning","united states",2,0,0,1,1,0,0,1,0,0,0,4,1
"#SundayStats,","united states",2,1,0,0,0,1,0,0,0,0,1,2,3
"#SundayThoughts.",NA,0,1,0,0,1,3,1,0,0,0,0,0,6
"#Sunderland","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SunlitUplands",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#sunnydayrealestate","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Sunscreen","united states",0,1,0,0,0,0,0,0,0,0,1,0,2
"#sunset","india",3,0,0,0,1,0,0,1,0,0,0,4,1
"#superbowl","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#superbowl",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SuperBowl","united states",0,1,0,0,0,0,0,0,0,0,0,0,1
"#SuperBowl",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#SuperbowlLV",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#SuperBowlLV",NA,2,1,0,0,0,1,2,1,1,0,1,3,5
"#superhero","italy",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SuperheroCulture",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#superherolife",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#SuperMario",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#SupermarketWorkers...?","united kingdom",0,0,2,0,0,0,0,0,0,0,0,0,0
"#SuperPod",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#superpower","united states",0,0,0,0,0,0,0,0,0,1,0,1,0
"#superpower",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#superpowers","united states",2,2,0,0,1,1,1,0,1,1,0,3,5
"#supplier","india",0,1,0,0,0,1,0,0,0,1,0,1,2
"#Supplies",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Supply",NA,3,0,0,0,0,0,0,0,0,0,0,3,0
"#Supply.",NA,6,0,0,2,2,0,0,2,0,2,0,12,2
"#supply....","malta",2,0,0,1,0,0,0,0,0,0,0,3,0
"#supplychain","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#supplychain",NA,2,1,0,3,0,1,1,0,1,0,0,5,3
"#SupplyChain","united states",3,0,0,1,2,0,0,1,0,0,0,5,2
"#SupplyChain",NA,1,0,1,0,1,0,0,0,0,0,0,1,1
"#supplychain,","italy",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SuppressedImmuneSystem","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#supremcourt","uganda",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SupremeCourt","india",1,0,1,1,1,0,0,0,0,0,0,2,1
"#SupremeCourt",NA,2,1,1,1,0,0,1,1,0,0,0,4,2
"#SupremeCourtJudges",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#SuquamishTribeProud","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Surat",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#surprise?d","united states",1,0,0,0,0,1,0,1,0,1,0,3,1
"#SURVIVE...","united kingdom",3,1,0,1,0,1,1,0,0,0,1,4,4
"#suspending",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#suspends",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#SVBLeerink","sweden",2,0,0,1,1,0,0,1,0,1,0,5,1
"#svpol",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#swag",NA,1,1,0,0,0,2,1,0,0,0,0,1,4
"#SwasthyaMantra","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#SWB","united arab emirates",3,0,0,1,2,0,0,1,0,0,0,5,2
"#Sweden","israel",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Sweden",NA,6,1,0,1,4,0,0,0,0,0,0,7,5
"#Sweden,","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Swiss","greece",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Swiss",NA,2,1,0,1,1,0,0,0,0,1,0,4,2
"#Swissmedic",NA,1,0,0,1,1,0,0,0,0,0,0,2,1
"#switzerland","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Switzerland","china",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Switzerland","france",0,1,0,0,0,1,0,0,2,0,0,0,2
"#Switzerland","malaysia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Switzerland","pakistan",3,0,0,0,1,0,0,1,0,1,0,5,1
"#Switzerland","switzerland",2,0,0,0,1,0,0,0,0,0,0,2,1
"#Switzerland","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Switzerland",NA,4,3,1,1,0,2,1,0,4,0,0,5,6
"#Switzerland.","nepal",2,0,0,0,1,0,0,1,0,1,0,4,1
"#swollenlymphnodes","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#symptoms","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#symptoms.",NA,2,1,0,1,1,0,1,1,0,0,0,4,3
"#Syracuse","united states",1,2,0,2,1,2,2,1,2,1,2,5,9
"#Syria","lebanon",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Syria","united states",1,2,0,1,0,1,1,0,0,0,0,2,4
"#Syria",NA,3,1,3,1,1,1,1,0,1,0,1,4,5
"#Syria,","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#Syria.","syria",2,1,0,1,0,1,0,0,0,0,0,3,2
"#Syria.",NA,0,0,0,0,0,0,0,0,0,1,0,1,0
"#Syringes",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#syringes.","ireland republic",37,0,0,0,0,0,0,0,0,0,0,37,0
"#szijjarto",NA,4,0,0,2,2,0,0,2,0,2,0,10,2
"#T-cell",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#t1dlookslikeme","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Taiwan","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Taiwan",NA,5,4,0,6,3,1,3,3,0,3,3,17,14
"#takecarebeforeyoushare.","ireland republic",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Takeda",NA,1,1,0,0,0,1,1,0,1,1,0,2,3
"#takethatcovid19",NA,1,0,0,2,0,0,0,0,0,0,0,3,0
"#TakeTheVaccine","united kingdom",1,1,1,0,1,1,0,0,0,0,0,1,3
"#TakeTheVaccine.","united kingdom",2,0,0,2,0,0,0,1,1,0,0,5,0
"#takeyourshot",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
"#TaklaNation,",NA,0,1,0,0,0,1,1,0,1,0,0,0,3
"#talkingboutvaccinenotmen",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Tamilnadu","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Tamilnadu",NA,2,1,0,0,0,1,0,0,0,0,0,2,2
"#TamilNadu","india",2,2,0,2,0,3,1,0,0,0,0,4,6
"#TamilNadu",NA,1,1,1,0,0,1,0,0,0,0,0,1,2
"#TantrumP","malaysia",3,1,0,0,0,1,1,0,1,0,1,3,4
"#Tap","india",1,1,0,0,0,0,0,0,0,0,1,1,2
"#Taper",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#tarikh_pe_tarikh",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Tarotcard",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#tater",NA,0,0,0,1,0,1,0,0,0,0,0,1,1
"#tbcexplainer","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Tc.",NA,0,0,0,1,0,0,0,0,0,0,0,1,0
"#TCFCenter.","united states",1,0,0,2,0,0,0,0,0,0,0,3,0
"#teach","united states",2,1,0,1,1,0,0,1,0,1,0,5,2
"#teacher","united states",2,1,0,2,0,1,1,0,1,1,0,5,3
"#teacherlife","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#teacherlife",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeacherLife","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#teachers","china",1,0,0,0,0,0,0,0,0,0,0,1,0
"#teachers","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#teachers",NA,4,0,0,2,2,1,0,0,0,0,0,6,3
"#Teachers","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Tealight",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#team2","ireland republic",0,0,0,1,0,0,0,0,0,0,0,1,0
"#teamchang",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeamDolly",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeamFauci",NA,1,0,0,1,2,0,0,1,0,1,0,4,2
"#TeamGokal","united states",4,0,0,1,1,0,0,1,0,1,0,7,1
"#teamGP",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeamGP","ireland republic",2,0,0,0,0,0,0,0,0,0,0,2,0
"#teamhalo",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#teamhurley.","united states",1,1,0,0,1,0,0,0,0,0,0,1,2
"#TeamIndia","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#TeamInstinct",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#teamJenkins..",NA,1,1,0,0,1,1,1,0,1,1,0,2,4
"#TeamJoe",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#teamkentucky",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#TeamMFT.",NA,2,0,0,2,1,0,0,2,0,2,0,8,1
"#teammoderna","united states",1,0,0,2,1,0,0,1,0,1,0,5,1
"#teammoderna",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeamMystic",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#teamsters","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#teamtrudeau",NA,3,3,0,0,1,0,0,0,1,0,2,3,6
"#TeamUHN.","united states",2,0,0,0,2,0,0,0,0,0,0,2,2
"#TeamUSA",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TeamVaccine","united states",0,0,0,0,1,0,0,0,0,0,0,0,1
"#TeamVaccine",NA,3,0,0,1,2,0,0,1,0,0,0,5,2
"#TeamValor",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#teamwork",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Teaneck's",NA,3,1,0,2,0,0,0,0,1,0,0,5,1
"#Tebboune",NA,1,0,0,0,1,0,0,1,0,1,0,3,1
"#tech","united states",3,0,0,1,2,0,0,1,0,0,0,5,2
"#tech",NA,1,2,0,0,1,1,0,0,0,0,0,1,4
"#Tech",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Technical","united states",2,1,0,2,3,0,0,2,0,2,0,8,4
"#technocratic",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#technologies",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#technology","united states",2,0,0,1,1,1,0,0,0,0,0,3,2
"#technology",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#Technology","united states",4,0,0,1,2,0,0,1,0,0,0,6,2
"#technology.","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#TechnologySharing","malaysia",1,0,0,0,0,0,0,0,0,0,0,1,0
"#technolovgyreview",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#Techstocks",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#tedcruz",NA,1,0,0,0,0,0,0,0,0,1,0,2,0
"#TedrosAdhanom","india",3,0,0,1,0,0,0,0,0,0,0,4,0
"#Teen",NA,3,0,0,2,2,0,0,2,0,1,0,8,2
"#teflon",NA,1,1,0,0,0,0,0,0,0,0,1,1,2
"#Tehran",NA,7,4,2,6,9,4,4,0,4,4,4,17,25
"#TejashwiYadav.",NA,1,0,0,1,1,0,0,0,0,0,0,2,1
"#Telangana","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Telangana",NA,2,0,0,1,1,0,0,1,0,0,0,4,1
"#Telegram","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Telegram",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#Telegram,","india",0,1,0,0,0,1,1,0,1,0,1,0,4
"#teleworking",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Temp.",NA,1,2,0,0,0,0,0,0,0,0,0,1,2
"#Tennessee",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TercerRetiro.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#TercerRetiro10xCiento",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#terrelltogether",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Terrorists","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#tesco",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Tesco","ireland republic",0,1,0,0,0,0,0,0,1,0,1,0,2
"#tesla","czech republic",0,0,0,0,1,0,0,0,0,0,0,0,1
"#tesla","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Tesla","india",1,0,0,0,0,0,0,1,0,1,0,3,0
"#Tesla","united states",1,1,1,1,1,1,0,0,0,0,0,2,3
"#Tesla",NA,2,0,1,0,0,0,0,0,0,0,0,2,0
"#TESLA,","czech republic",0,0,0,0,1,0,0,0,0,0,0,0,1
"#Tesla.",NA,3,0,0,1,1,0,0,1,0,1,0,6,1
"#teslastock","czech republic",0,0,0,0,1,0,0,0,0,0,0,0,1
"#test","china",1,0,0,0,1,0,0,0,0,0,0,1,1
"#test",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#tested","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#testing","united states",2,0,0,0,1,0,0,1,0,1,0,4,1
"#testing",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Testing",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#texan","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Texans.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#texas",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#Texas","united states",1,1,2,1,1,1,0,1,1,1,2,4,5
"#Texas",NA,0,1,1,1,0,1,0,0,0,0,0,1,2
"#Texas!","united states",4,0,0,1,1,0,0,1,0,1,0,7,1
"#Texas,","malaysia",0,1,0,0,0,0,1,0,1,0,0,0,2
"#Texas.","united states",3,2,0,1,0,2,0,0,1,0,1,4,5
"#Texas.",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Texas:","india",1,0,0,1,1,0,0,0,0,0,0,2,1
"#TexasMotorSpeedway","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#texasstrong","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#texasteacher","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#tgif","united states",3,0,0,2,2,0,0,2,0,1,0,8,2
"#TGIF","niger",0,0,0,0,1,0,0,0,0,0,0,0,1
"#TGIF",NA,1,0,0,0,1,0,0,1,0,1,0,3,1
"#Thai","china",4,1,0,2,1,1,0,0,0,0,0,6,3
"#Thai",NA,2,1,0,2,1,1,1,0,1,1,0,5,4
"#ThaiAirways",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Thailand","china",16,4,1,2,8,5,4,0,2,4,0,22,21
"#Thailand","india",1,1,0,0,0,1,1,0,1,1,0,2,3
"#Thailand","indonesia",3,1,0,0,1,1,1,0,0,1,0,4,4
"#Thailand","philippines",4,0,0,0,0,0,0,0,0,0,0,4,0
"#Thailand","thailand",1,1,2,0,3,3,0,0,2,0,0,1,7
"#Thailand","turkey",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Thailand","united states",2,0,0,0,1,0,0,0,0,0,0,2,1
"#Thailand",NA,27,6,1,1,6,5,4,0,3,4,1,32,22
"#Thailand's","china",8,4,0,7,0,4,4,4,0,4,0,23,12
"#Thailand's","india",2,0,0,1,1,0,0,0,0,0,0,3,1
"#Thailand's",NA,1,1,0,1,0,1,1,1,0,1,0,4,3
"#Thailand,","china",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Thailand.","china",1,0,1,0,0,0,0,0,0,0,0,1,0
"#Thailand.","malaysia",0,1,0,0,2,1,0,0,0,0,0,0,4
"#Thailand.","thailand",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Thailand.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ThailandNews",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThailandNews.","india",1,1,0,0,0,1,1,0,0,1,0,2,3
"#ThailandNews.","thailand",1,0,0,0,1,0,0,0,0,0,0,1,1
"#thankful","united states",5,1,0,0,0,0,1,2,0,0,1,7,3
"#thankful",NA,6,0,0,0,0,0,0,2,0,0,0,8,0
"#Thankful","united states",3,0,0,2,0,0,0,2,0,0,0,7,0
"#Thankful",NA,12,2,0,3,3,2,2,7,2,3,2,25,11
"#Thankful.",NA,2,0,0,0,1,0,0,1,0,0,0,3,1
"#ThankfullTuesday",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ThankfulThursday","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankfultuesday",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThankGod","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#ThankGoditsFriday",NA,0,2,0,0,2,6,2,0,0,0,0,0,12
"#thanks",NA,4,1,0,2,2,1,1,2,1,2,2,10,7
"#thanksdolly","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#thanksdolly",NA,0,2,0,0,1,1,1,0,1,1,0,1,5
"#ThanksDolly",NA,5,1,0,2,2,1,1,2,1,2,0,11,5
"#thanksDrFauci",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#thanksfor","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThanksJoe","united states",1,1,0,0,0,1,1,0,1,1,0,2,3
"#ThanksKamala","united states",1,1,0,0,0,1,1,0,1,1,0,2,3
"#ThanksLord",NA,2,1,0,0,0,1,1,0,1,1,0,3,3
"#thanksmoderna",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankswalgreens",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#ThankTrumpForNothing",NA,0,0,0,0,0,0,0,0,0,1,0,1,0
"#ThankuLord",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankyou","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyou","united states",1,0,0,1,1,0,0,1,0,0,0,3,1
"#thankyou",NA,3,2,0,2,1,1,1,1,2,1,0,7,5
"#Thankyou","pakistan",0,0,0,1,0,1,1,0,0,0,0,1,2
"#ThankYou","united kingdom",2,0,0,2,0,1,1,0,0,0,0,4,2
"#ThankYou","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#ThankYou",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyouamazon","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankyouBiden","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyouBiden",NA,2,1,0,1,1,0,0,1,1,1,1,5,3
"#thankyoudemocrats","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyoudolly","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThankYouDolly","united states",3,1,0,1,1,1,1,1,1,2,0,7,4
"#thankyoufrontliners",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#thankyouhealthcareworkers","united states",0,0,0,0,2,0,0,0,0,0,0,0,2
"#thankyoujoebiden",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankyoukamalaharris.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankyoumodi","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyoumoreforbeinghereforus","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyouNHS","united kingdom",3,1,0,1,1,1,1,1,1,1,1,6,5
"#thankyouNHS",NA,3,0,2,0,0,0,0,0,0,0,0,3,0
"#ThankYouNHS","united kingdom",3,0,1,1,1,0,0,2,0,0,0,6,1
"#ThankYouNHS",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
"#thankyounhs.","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyouNHS.","united kingdom",2,0,0,0,1,1,1,1,0,1,0,4,3
"#ThankYouPresidentBiden","georgia",2,1,0,1,1,1,1,1,1,2,1,6,5
"#ThankYouPresidentJoe","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#thankyouscience","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#thankyouscience",NA,2,1,0,1,0,1,1,0,1,1,0,4,3
"#thankyouScience",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThankYouScience","united kingdom",3,0,0,1,1,0,0,2,0,0,0,6,1
"#ThankYouScience","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#ThankYouScience",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#ThankYouSindhGovt",NA,2,1,0,0,0,1,1,0,1,1,0,3,3
"#thankyouuae",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ThankYouZardari","united states",0,1,0,0,1,1,1,0,1,0,1,0,5
"#ThatsMyUnpopularOpinion","united states",0,1,0,0,0,0,0,0,1,0,0,0,1
"#The","united kingdom",2,0,0,0,0,0,0,0,0,0,0,2,0
"#TheArmy",NA,2,0,0,0,0,0,0,1,0,1,0,4,0
"#thebest",NA,2,0,0,0,0,0,0,0,0,1,0,3,0
"#thebillandmelindagatesfoundation",NA,1,0,0,0,0,0,0,1,0,0,0,2,0
"#thebionicgirl",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#TheCelebrityCircle",NA,2,0,0,0,1,1,0,1,0,1,0,4,2
"#TheCircle.",NA,2,0,0,0,1,1,0,1,0,1,0,4,2
"#thecolumn",NA,2,0,0,2,1,0,0,0,0,0,0,4,1
"#thecpdiary","united kingdom",2,0,0,0,0,0,0,0,0,0,0,2,0
"#thecutting",NA,2,0,0,1,1,0,0,1,0,0,0,4,1
"#thecuttingminis",NA,2,0,0,1,1,0,0,1,0,0,0,4,1
"#TheDingy!",NA,1,1,0,1,2,0,0,1,0,1,1,4,4
"#theendisnear",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#theeu",NA,5,2,0,0,0,1,1,1,0,0,0,6,4
"#theEU","united kingdom",1,0,0,0,1,0,0,1,0,0,0,2,1
"#TheEU",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#theeu's",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#theeuropeanunion",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#TheFlash.",NA,2,0,0,0,2,0,0,2,0,0,0,4,2
