"hashtag","extracted_location","positive","negative","neutral","trust","anticipation","fear","sadness","joy","anger","suprise","disgust","total_positive","total_negative"
"#SouthAfrica","united states",12,5,4,5,2,4,1,3,1,1,1,21,13
"#SouthAfrica","zimbabwe",5,0,0,3,1,1,0,2,0,1,0,11,2
"#SouthAfrica",NA,20,6,4,3,3,4,2,2,3,2,0,27,15
"#SouthAfrica,","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SouthAfrica.","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthAfrica.","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthAfrica.",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#SouthAfrica/n",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#SouthAfrican","india",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SouthAfrican","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthAfrican",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#SouthAfricancovid","india",0,1,0,0,0,0,0,0,0,0,0,0,1
"#southafricanvariant",NA,5,0,0,1,0,0,0,0,0,0,0,6,0
"#SouthAfricanvariant","united states",1,0,1,0,0,0,0,0,0,0,0,1,0
"#SouthAfricanvariant",NA,3,1,0,1,0,1,1,0,1,1,0,5,3
"#SouthAfricanVariant",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#southafricanvariant,",NA,3,1,0,1,0,1,1,0,1,0,1,4,4
"#southafricanvariant.","malaysia",1,0,0,0,1,0,0,0,0,0,0,1,1
"#SouthAfricanVariant.","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SouthAfricaVariant",NA,3,0,0,2,0,0,0,0,0,0,0,5,0
"#SouthAfrucans",NA,1,1,0,1,1,1,0,1,0,1,0,4,3
"#SouthAmerica","denmark",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SouthAmerica","israel",0,2,0,0,1,2,2,0,1,1,1,1,8
"#SouthAmerica",NA,1,0,0,0,1,0,0,1,0,1,0,3,1
"#Southampton","malta",0,0,0,2,1,0,0,0,0,0,0,2,1
"#SouthAsian",NA,1,2,0,0,0,1,1,0,1,0,0,1,4
"#southasiandaily.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SouthAsiaNewsline.","india",0,0,0,0,0,0,0,0,1,0,0,0,0
"#SouthCarolina","united states",0,0,0,1,0,0,0,0,0,0,0,1,0
"#SouthChinaSea",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthDakota","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SoutheastQueens","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SouthernCalifornia",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthKorea","france",2,0,0,0,0,0,0,0,0,0,0,2,0
"#SouthKorea","india",2,2,0,1,4,2,2,1,2,3,1,7,11
"#SouthKorea","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SouthKorea",NA,1,0,0,1,2,1,0,0,0,0,0,2,3
"#SouthKorea.",NA,2,1,0,0,0,1,1,0,1,0,0,2,3
"#SouthLakeTahoe","united states",1,0,0,0,1,0,0,0,0,0,0,1,1
"#southmanchester",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#Soviet","slovakia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#spaceballs",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SpaceX","united states",1,1,0,1,1,1,0,0,0,0,0,2,3
"#Spahn",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#spain",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Spain","india",1,0,0,0,2,0,0,1,0,1,0,3,2
"#Spain","iran",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Spain","spain",3,1,0,0,1,1,0,0,0,0,0,3,3
"#Spain",NA,9,0,3,1,1,0,0,1,2,1,0,12,1
"#Spain's","united states",3,1,0,0,0,1,1,0,0,0,1,3,4
"#Spain,","united kingdom",1,0,0,0,1,0,0,0,0,0,0,1,1
"#Spain.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Spallanzani",NA,1,0,0,0,0,0,0,1,0,0,0,2,0
"#spam",NA,1,2,0,0,0,0,0,0,0,0,0,1,2
"#SpanishEmbassy",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#sparce.",NA,0,4,0,0,0,0,0,0,0,0,0,0,4
"#SPD.","united states",0,1,0,0,0,0,0,0,0,0,1,0,2
"#speakfaucitome",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#spearphishing","united states",1,3,0,1,0,3,1,0,2,0,1,2,8
"#specialneeds","ireland republic",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SpellingBee.","united states",1,0,0,0,0,0,0,0,1,0,0,1,0
"#Speranza,",NA,2,0,0,1,1,0,0,0,0,0,0,3,1
"#SPH",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Splatsin",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#spoc","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#spondylitis",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#spoonie","united states",2,1,0,0,0,1,1,0,0,0,0,2,3
"#Spoonies",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#sporters","netherlands",1,0,0,1,0,0,0,0,0,0,0,2,0
"#sports","italy",2,0,0,1,0,0,0,0,0,0,0,3,0
"#Spotify",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SpotifyPremium",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#Spouse",NA,3,0,0,2,2,0,0,2,0,1,0,8,2
"#spoutnik",NA,0,1,0,0,0,1,1,0,1,0,1,0,4
"#spoutnikv",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#spring",NA,2,1,0,0,1,1,0,0,1,0,0,2,3
"#SpringBreak","peru",0,0,0,0,1,0,0,0,0,0,0,0,1
"#SpringBreak",NA,2,2,0,0,0,0,2,0,0,0,0,2,4
"#springbreak2021",NA,1,0,0,1,1,0,0,1,0,1,0,4,1
"#springiscoming","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Sputnicv","united states",1,1,0,1,0,1,1,0,0,0,1,2,4
"#sputnik",NA,1,0,1,1,1,0,0,1,0,0,0,3,1
"#Sputnik","india",2,0,3,0,0,0,0,0,0,0,0,2,0
"#Sputnik","italy",1,1,0,0,0,1,0,0,1,0,1,1,3
"#Sputnik","niger",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Sputnik","turkey",2,0,0,1,0,0,0,0,0,0,0,3,0
"#Sputnik","united kingdom",0,1,0,0,0,0,1,0,1,0,0,0,2
"#Sputnik","united states",0,1,0,0,0,1,0,0,2,0,0,0,2
"#Sputnik",NA,20,3,9,8,4,1,1,1,2,1,0,30,9
"#Sputnik!",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#Sputnik,",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Sputnik.","india",1,0,0,0,1,1,0,0,0,0,0,1,2
"#Sputnik.","iran",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Sputnik.","pakistan",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Sputnik.",NA,8,2,2,3,1,2,2,0,1,0,2,11,9
"#Sputnik;","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Sputnik1","united states",1,1,0,0,0,1,1,0,0,1,0,2,3
"#Sputnik1",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikFive",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
"#SputnikLight",NA,2,0,0,1,0,0,0,0,0,1,0,4,0
"#SputnikUpdates",NA,37,3,2,6,11,3,0,0,1,1,0,44,17
"#SputnikUpdates.",NA,24,4,2,2,7,2,1,2,2,2,0,30,14
"#SputnikUrgent",NA,1,0,0,1,0,1,1,1,1,0,1,3,3
"#sputnikv","belgium",3,1,0,0,0,1,1,0,0,0,1,3,4
"#sputnikv","france",0,0,1,0,0,0,0,0,0,0,0,0,0
"#sputnikv","ghana",0,0,1,0,1,0,0,0,0,0,0,0,1
"#sputnikv","india",2,0,0,2,0,0,0,0,0,0,0,4,0
"#sputnikv","italy",0,0,0,0,1,0,0,0,0,0,0,0,1
"#sputnikv","mexico",1,0,0,0,0,0,0,0,0,0,0,1,0
"#sputnikv","united states",5,3,2,0,2,1,1,0,1,1,0,6,7
"#sputnikv",NA,45,3,4,1,2,0,0,1,0,1,0,48,5
"#sputnikV","czech republic",0,0,1,0,0,0,0,0,0,0,0,0,0
"#sputnikV","el salvador",0,0,1,0,0,0,0,0,0,0,0,0,0
"#sputnikV","oman",1,0,0,0,1,0,0,0,0,0,0,1,1
"#sputnikV","united states",4,3,1,1,0,2,1,0,1,1,1,6,7
"#sputnikV",NA,7,3,5,6,2,3,1,1,1,1,1,15,10
"#Sputnikv","united states",2,0,0,1,1,0,0,0,0,0,0,3,1
"#SputnikV","afghanistan",3,0,0,1,0,0,0,0,0,0,0,4,0
"#SputnikV","albania",2,1,0,1,2,2,0,0,0,0,0,3,5
"#SputnikV","algeria",2,0,0,0,1,0,0,0,0,0,0,2,1
"#SputnikV","argentina",4,1,0,1,0,1,1,0,1,0,1,5,4
"#SputnikV","armenia",4,1,0,2,3,0,0,1,0,1,0,8,4
"#SputnikV","azerbaijan",4,0,0,1,0,0,0,1,0,0,0,6,0
"#SputnikV","bangladesh",5,3,0,1,0,2,2,2,2,3,0,11,7
"#SputnikV","belgium",25,15,3,6,7,6,2,5,4,4,4,40,34
"#SputnikV","bulgaria",63,0,0,32,0,0,0,0,0,0,0,95,0
"#SputnikV","burkina",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV","chile",1,2,0,0,0,1,1,0,1,1,0,2,4
"#SputnikV","china",8,0,0,0,3,0,0,0,0,0,0,8,3
"#SputnikV","colombia",4,0,1,2,2,0,0,2,1,2,0,10,2
"#SputnikV","czech republic",8,3,0,0,1,2,0,0,2,0,0,8,6
"#SputnikV","denmark",2,0,1,0,0,0,0,0,0,0,0,2,0
"#SputnikV","djibouti",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","ecuador",5,0,0,1,1,0,0,1,0,0,0,7,1
"#SputnikV","egypt",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","ethiopia",1,1,0,1,2,1,1,0,0,1,0,3,5
"#SputnikV","finland",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","france",27,6,4,9,3,2,1,0,2,0,0,36,12
"#SputnikV","ghana",2,0,0,0,0,0,0,0,0,0,0,2,0
"#SputnikV","guatemala",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV","haiti",2,0,0,1,1,0,0,1,0,1,0,5,1
"#SputnikV","hungary",3,2,0,0,0,2,0,0,0,1,0,4,4
"#SputnikV","india",104,33,11,24,26,27,24,10,11,19,2,157,112
"#SputnikV","indonesia",2,0,0,1,0,0,0,0,0,0,0,3,0
"#SputnikV","iran",19,2,0,5,7,2,1,4,1,3,1,31,13
"#SputnikV","iraq",2,0,0,0,0,0,0,0,0,0,0,2,0
"#SputnikV","ireland republic",14,5,1,6,3,3,2,4,2,4,2,28,15
"#SputnikV","israel",5,2,1,4,1,1,1,0,0,0,0,9,5
"#SputnikV","italy",6,1,1,1,3,0,0,1,0,1,0,9,4
"#SputnikV","jordan",2,1,1,0,0,1,0,0,1,0,0,2,2
"#SputnikV","lebanon",12,1,3,2,5,0,0,1,0,0,0,15,6
"#SputnikV","lithuania",1,1,0,1,0,0,1,0,0,0,0,2,2
"#SputnikV","luxembourg",0,1,0,0,0,0,1,0,0,0,0,0,2
"#SputnikV","macedonia",5,1,0,4,5,0,0,0,0,0,0,9,6
"#SputnikV","malaysia",7,3,1,3,2,2,1,1,1,0,0,11,8
"#SputnikV","maldives",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV","mali",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","malta",3,1,0,1,2,1,1,1,0,0,0,5,5
"#SputnikV","mexico",10,8,1,6,5,4,4,2,3,0,0,18,21
"#SputnikV","mongolia",0,1,0,0,2,0,0,0,0,0,0,0,3
"#SputnikV","montenegro",1,0,0,1,0,0,0,1,0,0,0,3,0
"#SputnikV","netherlands",1,0,2,1,0,1,1,1,1,0,1,3,3
"#SputnikV","niger",1,0,1,0,1,0,0,0,0,0,0,1,1
"#SputnikV","oman",3,0,0,0,0,0,0,0,0,0,0,3,0
"#SputnikV","pakistan",28,5,4,5,5,3,2,4,2,4,1,41,16
"#SputnikV","peru",0,0,1,0,1,0,0,0,0,0,0,0,1
"#SputnikV","philippines",4,1,0,0,2,1,1,0,0,1,0,5,5
"#SputnikV","portugal",1,1,0,0,0,2,0,0,2,1,0,2,3
"#SputnikV","qatar",9,3,0,2,0,2,1,0,0,1,0,12,6
"#SputnikV","saudi arabia",1,1,0,0,0,1,1,0,0,1,0,2,3
"#SputnikV","serbia",14,2,3,6,2,3,3,0,0,1,0,21,10
"#SputnikV","sierra leone",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","slovakia",22,6,2,9,6,1,1,4,1,3,1,38,15
"#SputnikV","spain",5,0,1,1,0,0,0,0,0,0,0,6,0
"#SputnikV","sri lanka",5,0,0,3,1,0,0,0,1,0,0,8,1
"#SputnikV","sweden",3,1,1,0,0,1,1,0,0,0,1,3,4
"#SputnikV","switzerland",3,1,1,1,1,0,1,1,1,1,1,6,4
"#SputnikV","syria",2,1,0,1,0,1,0,0,0,0,0,3,2
"#SputnikV","thailand",4,0,0,1,0,0,0,1,0,0,0,6,0
"#SputnikV","turkey",0,1,3,1,1,0,0,0,0,0,0,1,2
"#SputnikV","united arab emirates",13,1,2,1,1,1,1,0,1,1,0,15,4
"#SputnikV","united kingdom",67,17,11,26,20,8,9,12,11,7,3,112,57
"#SputnikV","united states",515,110,82,187,115,75,50,83,43,45,13,830,363
"#SputnikV","venezuela",14,8,0,0,0,0,8,0,8,0,0,14,16
"#SputnikV","vietnam",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV","zimbabwe",0,0,2,0,0,0,0,0,0,0,0,0,0
"#SputnikV",NA,1242,335,209,428,325,203,164,192,151,140,87,2002,1114
"#SputnikV-",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#SPUTNIKV","pakistan",2,0,0,1,0,0,0,0,0,0,0,3,0
"#SPUTNIKV","united states",9,5,0,4,5,3,3,3,5,3,2,19,18
"#SPUTNIKV",NA,7,0,2,5,4,1,0,4,0,0,0,16,5
"#SputnikV's",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#SputnikV-:","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SputnikV-vaccine...","hungary",1,1,0,0,0,0,0,0,0,0,0,1,1
"#sputnikv!",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV!",NA,0,0,1,0,1,0,0,0,1,0,0,0,1
"#SputnikV""","syria",2,0,0,1,0,0,0,1,0,0,0,4,0
"#sputnikv,","united states",2,1,5,0,0,1,1,0,1,0,1,2,4
"#sputnikV,","united states",1,0,1,1,0,1,0,1,0,0,0,3,1
"#sputnikV,",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV,","azerbaijan",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV,","india",5,3,2,3,3,3,2,0,2,1,0,9,11
"#SputnikV,","iran",3,1,0,0,1,0,0,0,0,0,0,3,2
"#SputnikV,","ireland republic",37,0,0,0,0,0,0,0,0,0,0,37,0
"#SputnikV,","israel",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SputnikV,","italy",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV,","netherlands",1,1,0,1,0,1,1,1,0,0,0,3,3
"#SputnikV,","slovakia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV,","turkey",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV,","united kingdom",0,0,0,1,0,0,0,0,0,0,0,1,0
"#SputnikV,","united states",37,5,3,6,4,4,2,5,3,1,0,49,15
"#SputnikV,",NA,38,16,7,16,11,10,12,2,5,4,8,60,57
"#SPUTNIKV,",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV,#COVID19",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV,.",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#sputnikv.","india",1,2,0,0,1,2,1,0,1,1,0,2,6
"#sputnikv.",NA,12,0,0,0,0,0,0,0,0,0,0,12,0
"#sputnikV.","united states",2,2,0,2,0,0,0,1,1,0,0,5,2
"#Sputnikv.","serbia",1,1,0,0,0,1,0,0,1,0,1,1,3
"#SputnikV.","bangladesh",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV.","belgium",1,0,1,1,0,0,0,0,0,0,0,2,0
"#SputnikV.","france",2,2,0,0,0,1,1,0,1,1,1,3,5
"#SputnikV.","india",14,3,1,4,2,2,2,1,0,3,0,22,9
"#SputnikV.","ireland republic",1,1,0,2,2,0,0,0,0,0,0,3,3
"#SputnikV.","italy",0,0,0,0,1,0,0,0,0,0,0,0,1
"#SputnikV.","malaysia",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV.","malta",0,0,0,0,1,0,0,0,0,0,0,0,1
"#SputnikV.","mexico",1,1,0,1,0,0,0,0,0,0,0,2,1
"#SputnikV.","netherlands",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV.","pakistan",2,1,0,1,0,0,0,0,0,0,0,3,1
"#SputnikV.","slovakia",2,0,1,1,1,0,0,1,1,1,0,5,1
"#SputnikV.","spain",4,0,0,1,2,0,0,0,0,0,0,5,2
"#SputnikV.","tanzania",1,1,0,0,1,1,0,0,1,0,0,1,3
"#SputnikV.","united arab emirates",1,1,0,0,0,1,0,0,1,0,0,1,2
"#SputnikV.","united kingdom",0,0,3,0,0,0,0,0,0,0,0,0,0
"#SputnikV.","united states",30,22,6,16,16,17,6,4,6,4,3,54,64
"#SputnikV.",NA,67,32,9,35,35,26,21,14,21,24,16,140,130
"#SputnikV..","united states",0,2,0,0,1,2,2,0,2,0,1,0,8
"#SputnikV..",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV...","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV....","malta",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV....?","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV...?","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV/",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#SputnikV/#Russia,",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#SputnikV:","france",2,4,0,1,2,2,1,1,1,1,1,5,10
"#SputnikV:","italy",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV:","switzerland",2,0,0,0,0,0,0,0,0,0,0,2,0
"#SputnikV:","united states",4,0,1,3,2,0,0,2,0,2,0,11,2
"#SputnikV:",NA,2,2,0,0,1,2,2,1,0,0,1,3,8
"#SputnikV:Makers","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SputnikV;","belgium",0,0,1,0,0,0,0,0,0,0,0,0,0
"#SputnikV;","mexico",3,0,0,1,1,0,0,0,0,0,0,4,1
"#SputnikV;","united states",0,1,0,0,1,1,1,0,1,1,1,1,5
"#sputnikV?",NA,1,0,0,1,1,0,0,0,0,0,0,2,1
"#SputnikV?","niger",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SputnikV?","united states",4,2,5,0,0,1,1,0,0,0,0,4,4
"#SputnikV?",NA,1,0,2,2,2,1,0,1,1,0,0,4,3
"#SputnikV?.","united kingdom",0,1,0,0,0,0,0,0,0,0,1,0,2
"#SputnikV?.",NA,1,0,0,1,2,0,0,1,0,1,0,4,2
"#SputnikV??","united kingdom",0,1,1,0,0,0,0,0,0,0,1,0,2
"#SputnikV4Victory","united states",1,0,0,1,1,0,0,1,0,0,0,3,1
"#SputnikVaccinated","united states",2,0,0,1,4,1,0,2,0,1,0,6,5
"#SputnikVaccinated",NA,2,4,0,0,2,1,1,0,3,1,0,3,8
"#sputnikvaccinated.","mexico",3,0,0,2,1,0,0,1,0,0,0,6,1
"#sputnikvaccine","india",1,0,0,2,0,0,0,1,0,0,0,4,0
"#SputnikVContraElCovid","united states",0,0,0,0,0,0,0,0,1,0,0,0,0
"#SputnikVinEurope","pakistan",1,1,0,0,0,0,0,0,1,0,0,1,1
"#SputnimV",NA,1,1,0,1,1,0,1,1,0,1,0,4,3
"#SPX500",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SpytnikV","united states",0,0,0,0,0,1,0,0,0,0,0,0,1
"#SQ","japan",0,0,1,0,0,0,0,0,0,0,0,0,0
"#squackbox",NA,2,0,0,2,0,0,0,2,0,0,0,6,0
"#square","united states",1,2,0,1,1,1,1,0,0,0,0,2,5
"#Square",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#sreekaramonmarch11th",NA,0,0,6,0,0,0,0,0,0,0,0,0,0
"#SRF:",NA,2,0,0,1,1,0,0,0,0,0,0,3,1
"#srilanka","sri lanka",1,0,0,1,0,0,0,0,0,0,0,2,0
"#SriLanka","china",1,1,0,0,0,1,1,0,0,1,0,2,3
"#SriLanka","india",4,2,0,1,0,1,2,0,1,1,0,6,5
"#SriLanka","sri lanka",13,5,1,7,1,5,3,2,0,3,0,25,14
"#SriLanka","united arab emirates",3,2,0,1,0,0,1,0,0,0,0,4,3
"#SriLanka","united kingdom",3,0,0,1,1,0,0,1,1,1,0,6,1
"#SriLanka",NA,20,4,1,3,3,2,4,2,2,3,0,28,13
"#SriLanka'","sri lanka",1,1,0,0,0,1,1,0,0,1,0,2,3
"#SriLanka's","china",4,2,0,1,0,2,1,0,0,1,0,6,5
"#SriLanka;","sri lanka",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SSF...",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#stablity",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#staff","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#staff",NA,1,0,0,2,1,1,0,0,0,0,0,3,2
"#Staffers",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#stake",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
"#StAlbans",NA,0,1,0,0,0,0,1,0,1,0,1,0,3
"#Stamford",NA,1,0,0,1,1,0,0,1,1,1,0,4,1
"#Standoff",NA,1,1,0,1,0,1,0,0,1,0,0,2,2
"#starbucks","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Starbucks","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StartTheHealing",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Startups",NA,0,0,0,1,0,0,0,0,0,0,0,1,0
"#StarWars",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#State","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#StateDept",NA,2,0,0,0,1,0,0,0,0,0,0,2,1
"#statistic","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#StatsSunday,","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#Stavropol",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#stayathome",NA,1,0,0,0,1,0,0,1,0,1,0,3,1
"#StayAtHome","israel",0,1,0,1,0,0,0,0,0,0,0,1,1
"#StayAtHomeSaveLives",NA,3,0,0,1,0,1,0,0,0,0,0,4,1
"#StayAtHomeSaveLives.","israel",0,1,0,1,0,0,0,0,0,0,0,1,1
"#stayhealthy","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#StayHealthy",NA,0,1,0,0,0,1,1,0,0,0,0,0,3
"#StayHighOnNews","india",2,0,0,1,1,0,0,0,0,0,0,3,1
"#stayhome","israel",0,1,0,1,0,0,0,0,0,0,0,1,1
"#stayhome","united states",2,0,0,1,0,0,0,1,0,0,0,4,0
"#stayhome",NA,1,1,0,0,0,1,0,0,0,0,0,1,2
"#StayHome","lebanon",1,0,0,0,0,0,0,0,0,0,0,1,0
"#StayHome","united kingdom",4,1,1,1,1,1,1,1,1,1,1,7,5
"#StayHome","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#StayHome",NA,0,1,0,0,0,1,1,0,1,0,1,0,4
"#stayhome.",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#StayHomeSaveLives","united kingdom",0,1,1,0,0,1,1,0,1,1,0,1,3
"#stayinformed","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#staysafe","united states",3,1,0,0,0,1,1,0,1,1,0,4,3
"#staysafe",NA,0,0,1,0,1,0,0,0,0,0,0,0,1
"#StaySafe","niger",0,0,0,0,1,0,0,0,0,0,0,0,1
"#StaySafe","united kingdom",2,0,0,1,1,0,0,1,0,0,0,4,1
"#StaySafe",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#staysafe.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#staysafe.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#StaySafe.",NA,1,0,0,1,0,0,0,1,0,1,0,4,0
"#stein",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#SteinwaySHOT.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SteinwaySTRONG","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#SteinwaySWAG","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Stelis","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#StelisBiopharma",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#stelisbiopharma.","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#stephane",NA,1,0,0,0,0,0,0,0,1,0,0,1,0
"#Stephendonnelly",NA,3,0,0,2,1,0,0,1,0,0,0,6,1
"#stevensjohnsonsurvivor",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#StHelena",NA,3,0,0,1,1,0,0,1,0,1,0,6,1
"#StickingToRetailIT",NA,2,1,0,0,0,0,0,0,0,0,0,2,1
"#StickItToCovid",NA,2,1,0,2,2,0,1,2,0,0,0,6,4
"#StickItToCOVID","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#StillAlive","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Stillbirths",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#stilllifebiotech","united states",1,1,0,0,0,1,1,0,2,1,0,2,3
"#StillWearingAMask","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#stimulus",NA,3,0,0,2,0,1,1,2,1,1,1,8,3
"#Stimulus",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#StimulusPackage:",NA,0,1,0,0,0,0,0,0,1,0,0,0,1
"#stjohnsway",NA,1,0,0,0,0,0,0,0,2,1,0,2,0
"#StJoseph's",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#StKitts","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#stlblues",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#stock","india",2,0,0,1,1,0,0,1,0,1,0,5,1
"#stock","united states",5,0,0,4,4,0,0,4,4,4,0,17,4
"#stock",NA,0,2,0,0,0,1,2,0,0,1,0,1,5
"#stock.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#stockgod","united states",1,1,0,1,1,0,1,1,0,1,0,4,3
"#stockmarket","united states",5,0,0,4,4,0,0,4,4,4,0,17,4
"#stockmarket",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
